ID,LABNR,C14AGE,C14STD,C13,MATERIAL,SPECIES,COUNTRY,SITE,PERIOD,CULTURE,PHASE,LOCUS,LATITUDE,LONGITUDE,METHOD,CALAGE,CALSTD,REFERENCE,NOTICE
21090,Hd-22279,7465,27,0,charcoal,nd,Turkey,Bademagaci,Neolithic,LN,EN II/4a,nd,37.4,30.48,14C,6330,60,"Duru 2004, Thissen 2006",--
21091,Hd-22339,7553,31,0,charcoal,nd,Turkey,Bademagaci,Neolithic,LN,EN II/4-3a,nd,37.4,30.48,14C,6420,30,"Duru 2004, Thissen 2006",--
21092,Hd-22340,7949,31,0,charcoal,nd,Turkey,Bademagaci,Neolithic,EPN ?,EN I/8,deep sounding C5/III.5,37.4,30.48,14C,6870,110,"Duru 2004, Thissen 2006",--
21093,Beta-304970,7670,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIE,L13-Δ177-483; outdoor surface,40.21,29.53,14C,6520,50,Gerritsen 2013,
21094,Beta-304971,7530,40,0,seed,charred,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,L13-Δ157-397; fill (?) deposit associated with possible wall,40.21,29.53,14C,6400,40,Gerritsen 2013,
21095,Beta-339196,7480,40,0,hazelnut,charred Corylus shell,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,"M10-Δ290-1213; surface in structure 2, associated with horn cores",40.21,29.53,14C,6340,60,Gerritsen 2013,
21096,Beta-339197,7730,30,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIE,L14-Δ201-353; small fire pit,40.21,29.53,14C,6550,50,Gerritsen 2013,
21097,Beta-340888,7490,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M11-Δ275-1237; surface in structure 10,40.21,29.53,14C,6350,70,Gerritsen pers comm 2014,
21098,Beta-340889,7080,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,"M11-Δ257-1244; structure 4, lower floor",40.21,29.53,14C,5960,40,Gerritsen pers comm 2014,
21099,Beta-340890,7320,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,"M10-Δ300-1271; surface in structure 3, lower floor",40.21,29.53,14C,6170,60,Gerritsen pers comm 2014,
21100,GrA-30014,4990,40,0,nd,nd,Turkey,Barcin Höyük,Chalcolithic,Late Chalcolithic,nd,nd,40.21,29.53,14C,3790,80,Roodenberg 2008,
21101,GrA-32899,7310,40,0,nd,nd,Turkey,Barcin Höyük,Neolithic,LN,nd,nd,40.21,29.53,14C,6160,50,Roodenberg 2008,
21102,GrA-33660,7470,60,0,nd,nd,Turkey,Barcin Höyük,Neolithic,LN,nd,nd,40.21,29.53,14C,6330,70,Roodenberg 2008,
21103,GrA-45685,7115,40,0,nd,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIA,M11-Δ71-233; midden feature,40.21,29.53,14C,5990,50,Gerritsen pers comm 2014,
21104,GrA-45686,7430,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,L13-Δ106-114; midden deposit,40.21,29.53,14C,6310,50,Gerritsen 2013,
21105,GrA-45738,7210,40,0,nd,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIA,"L11-Δ262-424; pit, unclear context",40.21,29.53,14C,6090,60,Gerritsen pers comm 2014,
21106,GrA-45739,7365,40,0,nd,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,L11-Δ275-489; pit (?),40.21,29.53,14C,6240,90,Gerritsen pers comm 2014,
21107,GrA-50018,7295,45,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,L12-Δ196-699; outdoor area associated with house 5,40.21,29.53,14C,6150,60,Gerritsen pers comm 2014,
21108,GrA-50019,7395,45,0,seed,charred,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,L13-Δ142-288; small outdoor fire pit,40.21,29.53,14C,6290,60,Gerritsen 2013,
21109,GrA-50020,7410,45,0,seed,charred,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,L13-Δ146-301; midden deposit,40.21,29.53,14C,6300,60,Gerritsen 2013,
21110,GrA-50022,7460,50,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M10-Δ213-840;courtyard ,40.21,29.53,14C,6330,60,Gerritsen pers comm 2014,
21111,GrA-52837,7245,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,L11-Δ314-566; late surface in str. 5,40.21,29.53,14C,6120,60,Gerritsen pers comm 2014,
21112,GrA-52838,7540,40,0,see,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M10-Δ219-873;  alley next to house 9,40.21,29.53,14C,6410,30,Gerritsen pers comm 2014,
21113,GrA-52840,7390,40,0,seed,charred,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,L13-Δ153-363; outdoor area,40.21,29.53,14C,6290,60,Gerritsen 2013,
21114,GrA-52841,7520,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M10-Δ230-929; courtyard,40.21,29.53,14C,6380,50,Gerritsen pers comm 2014,
21115,GrA-52842,7230,40,0,seed,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,M11-Δ154-809; surface of str.11,40.21,29.53,14C,6110,60,Gerritsen pers comm 2014,
21116,GrA-52843,7410,40,0,seed,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M10-Δ249-214; oven sealing burnt structure 2,40.21,29.53,14C,6300,50,Gerritsen pers comm 2014,
21117,GrA-52845,7715,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIE,L13-Δ170-460; outdoor surface,40.21,29.53,14C,6540,50,Gerritsen 2013,
21118,GrA-52847,7305,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,M13-Δ38-198; charcoal outside N wall of structure 12,40.21,29.53,14C,6160,50,Gerritsen pers comm 2014,
21119,GrA-52848,7750,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIE,L13-Δ176-497; dug feature at base of L13 sounding,40.21,29.53,14C,6570,50,Gerritsen 2013,
21120,GrA-52849,7565,40,0,charcoal,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VID,M10-Δ202-1016; from platform in structure 2,40.21,29.53,14C,6430,30,Gerritsen 2013,
21121,GrA-52939,7490,40,0,seed,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIC,M10-Δ220-878; surface in structure 9,40.21,29.53,14C,6350,70,Gerritsen pers comm 2014,
21122,GrA-53691,7160,50,0,seed,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,L11-Δ343-719;  early surface in str.5,40.21,29.53,14C,6030,40,Gerritsen pers comm 2014,
21123,GrA-53693,7240,60,0,seed,nd,Turkey,Barcin Höyük,Neolithic,LN,Phase VIB,M11-Δ187-873; surface of str.11,40.21,29.53,14C,6120,70,Gerritsen pers comm 2014,
21124,Bln-2751,4260,80,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.95 m,S12.192,39.9154,26.151,14C,2850,130,Korfmann 1993,
21125,Hd-10339,4180,60,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.62 m,S15.165,39.9154,26.151,14C,2760,90,Korfmann 1993,
21126,Hd-10340,4830,135,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.24 m,S16.494,39.9154,26.151,14C,3600,160,Korfmann 1993,
21127,Hd-10798,4230,40,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.40 m,S15.873,39.9154,26.151,14C,2810,80,Korfmann 1993,
21128,Hd-10828,4520,65,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.57 m ,S15.878,39.9154,26.151,14C,3220,110,Korfmann 1993,
21129,Hd-10829,4170,35,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.44 m,S15.902,39.9154,26.151,14C,2770,80,Korfmann 1993,
21130,Hd-10835,4170,40,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.31 m,S15.906,39.9154,26.151,14C,2770,80,Korfmann 1993,
21131,Hd-10852,4190,35,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.57 m,S15.918,39.9154,26.151,14C,2780,80,Korfmann 1993,
21132,Hd-10859,4165,40,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.91,S13.1128 ,39.9154,26.151,14C,2760,80,Korfmann 1993,
21133,Hd-8438,4375,65,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.84 ,S13.646,39.9154,26.151,14C,3050,120,Korfmann 1993,
21134,Hd-8439,4385,25,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.00 m,Q12.209A,39.9154,26.151,14C,3000,60,Korfmann 1993,
21135,Hd-8440,4770,100,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.19 m,R12.336A,39.9154,26.151,14C,3530,110,Korfmann 1993,
21136,Hd-8441,4280,60,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.03 m,S15.165,39.9154,26.151,14C,2880,100,Korfmann 1993,
21137,Hd-8442,4195,55,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.34 m,S15.154,39.9154,26.151,14C,2770,90,Korfmann 1993,
21138,Hd-8443,4330,60,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.00 m,R14.671,39.9154,26.151,14C,2980,70,Korfmann 1993,
21139,Hd-9937,4845,80,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.08 m,S12.665,39.9154,26.151,14C,3620,90,Korfmann 1993,
21140,Hd-9938,4170,35,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.62 m,S12.854,39.9154,26.151,14C,2770,80,Korfmann 1993,
21141,Hd-9957,4270,35,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 22.58 m,S12.858,39.9154,26.151,14C,2890,30,Korfmann 1993,
21142,Hd-9961,4225,35,0,charcoal,nd,Turkey,Besik-Yassitepe,Bronze Age,Troia I,Depth 23.11,S12.872,39.9154,26.151,14C,2810,80,Korfmann 1993,
21143,nd,3450,150,0,shell,nd,Turkey,Beycesultan,Bronze  Age,Kültepe Ib,nd,V,38.21,29.76,14C,1780,190,--,--
21144,P-297,4690,62,0,charcoal,nd,Turkey,Beycesultan,Chalcolithic,Chalc. recent,nd,sondage SX,38.21,29.76,14C,3490,100,"Ralph and Stuckenrath 1962, 146",--
21145,P-298,4960,58,0,charcoal,nd,Turkey,Beycesultan,Chalcolithic,Chalc. recent,nd,"sondage SX, 5e niv. au-dessus du sol vierge",38.21,29.76,14C,3770,80,"Lloyd and Mellaart 1962, 19",--
21146,HD-21373,3278,22,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1560,40,http://www.tayproject.org/,
21147,HD-21376,3301,30,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1570,40,http://www.tayproject.org/,
21148,HD-21379,3298,28,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1570,40,http://www.tayproject.org/,
21149,HD-21391,3266,22,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1550,40,http://www.tayproject.org/,
21150,HD-21400,3234,27,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1500,40,http://www.tayproject.org/,
21151,HD-21401,3297,30,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1570,40,http://www.tayproject.org/,
21152,HD-21429,3268,30,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1550,50,http://www.tayproject.org/,
21153,HD-21432,3253,26,0,fruit/seeds,Cerealia,Turkey,Bogazköy,nd,nd,LBA,nd,0,0,14C,1530,50,http://www.tayproject.org/,
21154,Beta-148064,2490,130,0,carbonised wood/ash,nd,Turkey,Boztepe,nd,nd,Iron Age,nd,0,0,14C,600,160,http://www.tayproject.org/,
21155,Beta-148066,2750,40,0,carbonised wood/ash,nd,Turkey,Boztepe,nd,nd,Iron Age,nd,0,0,14C,900,50,http://www.tayproject.org/,
21156,Beta-148067,2730,80,0,carbonised wood/ash,nd,Turkey,Boztepe,nd,nd,Iron Age,nd,0,0,14C,910,80,http://www.tayproject.org/,
21157,Beta-148069,2600,70,0,carbonised wood/ash,nd,Turkey,Boztepe,nd,nd,Iron Age,nd,0,0,14C,710,120,http://www.tayproject.org/,
21158,Beta-134066,4840,80,0,charcoal,nd,Turkey,Cadir Höyük,nd,nd,nd,Level 1,39.9154,26.151,14C,3610,90,Gorny 2002,Schoop 2005
21159,Beta-134069,4850,50,0,charcoal,nd,Turkey,Cadir Höyük,nd,nd,nd,deep sounding,39.9154,26.151,14C,3620,70,Gorny 2002,Schoop 2005
21160,Beta-134070,4380,130,0,organic,nd,Turkey,Cadir Höyük,nd,nd,nd,Level 1,39.9154,26.151,14C,3090,190,Gorny 2002,Schoop 2005
21161,Beta-146705,4080,80,0,charcoal,nd,Turkey,Cadir Höyük,nd,nd,nd,Level 1,39.9154,26.151,14C,2670,140,Gorny 2002,Schoop 2005
21162,Beta-146707,6130,40,0,organic,nd,Turkey,Cadir Höyük,nd,nd,nd,"Level 3A, stratum 4C",39.9154,26.151,14C,5090,80,Gorny 2002,Schoop 2005
21163,Beta-146710,5740,50,0,charcoal,nd,Turkey,Cadir Höyük,nd,nd,nd,"Level 3A, stratum 4C",39.9154,26.151,14C,4590,70,Gorny 2002,Schoop 2005
21164,Beta-146714,4750,80,0,charcoal,nd,Turkey,Cadir Höyük,nd,nd,nd,deep sounding,39.9154,26.151,14C,3510,100,Gorny 2002,Schoop 2005
21165,Ly-2181,8450,160,0,charcoal,nd,Turkey,Cafer,PPN,LPPNB,Phase: IV-I Late Phase:,"Cafer 79, sondage 1, Level E",38.41,38.75,14C,7460,190,"Aurenche and Calley 1988, 19",--
21166,Ly-2182,8990,160,0,charcoal,nd,Turkey,Cafer,PPN,EPPNB,Phase: XIII-IX Early Phase:,"Cafer 79, sondage 2, Level A",38.41,38.75,14C,8110,240,--,--
21167,Ly-2522,8400,220,0,charcoal,nd,Turkey,Cafer,PPN,LPPNB,Phase: IV-I Late Phase:,"Cafer 1980,  West area, structure 3, locus 1-2, Level 3",38.41,38.75,14C,7410,270,"Aurenche and Calley 1988, 19",--
21168,Ly-2523,8600,120,0,charcoal,nd,Turkey,Cafer,PPN,LPPNB,Phase: IV-I Late Phase:,"Cafer 1980, West area, carre MB 84, Level 3a",38.41,38.75,14C,7700,150,"Aurenche and Calley 1988, 19",--
21169,Ly-3089,8150,210,0,charcoal,nd,Turkey,Cafer,PPN,LPPNB,Phase: IV-I Late Phase:,"East Area, pit-hearth",38.41,38.75,14C,7100,290,"Aurenche and Calley 1988, 19",--
21170,Ly-3090,8920,160,0,charcoal,nd,Turkey,Cafer,Neolithic,PPNB,Phase: VIII-V Middle Phase:,"East Area, hearth",38.41,38.75,14C,8020,220,"Aurenche and Calley 1988, 19",--
21171,Ly-3091,8980,150,0,charcoal,nd,Turkey,Cafer,PPN,LPPNB,Phase: IV-I Late Phase:,East Area,38.41,38.75,14C,8090,220,"Aurenche and Calley 1988, 19",--
21172,Ly-3772,8480,140,0,charcoal,nd,Turkey,Cafer,Neolithic,PPNB,Phase: VIII-V Middle Phase:,East Area,38.41,38.75,14C,7500,160,--,--
21173,Ly-3773,7900,190,0,charcoal,nd,Turkey,Cafer,Neolithic,PPNB,Phase: VIII-V Middle Phase:,East Area,38.41,38.75,14C,6830,230,--,--
21174,Ly-4436,9560,190,0,charcoal,nd,Turkey,Cafer,PPN,EPPNB,Phase: XIII-IX Early Phase:,East Area,38.41,38.75,14C,8920,260,"Cauvin, J. 1989b, 83",--
21175,Ly-4437,8950,80,0,charcoal,nd,Turkey,Cafer,PPN,EPPNB,Phase: XIII-IX Early Phase:,"East Area, hearth",38.41,38.75,14C,8100,130,"Cauvin, J. 1989b, 83",--
21176,AA-41168,7279,56,0,charcoal,juniper,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,6140,60,Thissen 2002a,"Decadal samples from two seperate dendrochronologiocal sequences (from fallen brick debris [batches 2156-2159, 2161]"
21177,AA-41169,7145,45,0,charcoal,juniper,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,6020,30,Thissen 2002a,"Decadal samples from two seperate dendrochronologiocal sequences (from fallen brick debris [batches 2156-2159, 2161]"
21178,AA-41170,7853,36,0,charcoal,juniper,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,6700,50,Thissen 2002a,"Decadal samples from two seperate dendrochronologiocal sequences (from fallen brick debris [batches 2156-2159, 2161]"
21179,AA-41171,7695,33,0,charcoal,juniper,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,6530,40,Thissen 2002a,"Decadal samples from two seperate dendrochronologiocal sequences (from fallen brick debris [batches 2156-2159, 2161]"
21180,BM-151,6880,150,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,5790,140,"Barker and Mackey 1968, Thissen 2002a",--
21181,BM-153,7190,150,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,nd,layer 2B,37.25,33.37,14C,6070,150,"Barker and Mackey 1968, Thissen 2002a",--
21182,P-789,6980,79,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2A,n.d.,37.25,33.36,14C,5860,90,"Stuckenrath and Ralph 1965, 193",--
21183,P-790,6830,78,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,"house 3, W room, burnt fill, point A",37.25,33.36,14C,5730,70,"Stuckenrath and Ralph 1965, 193",--
21184,P-791,6755,80,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,"house 3, W room, burnt fill, point B",37.25,33.36,14C,5660,70,"Stuckenrath and Ralph 1965, 193",--
21185,P-792,6670,76,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,"house 3, W room, burnt fill, point B",37.25,33.36,14C,5590,60,"Stuckenrath and Ralph 1965, 193",--
21186,P-793,6254,78,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,"house 3, W room, burnt fill, point C",37.25,33.36,14C,5200,100,"Stuckenrath and Ralph 1965, 193",--
21187,P-794,7033,89,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,"house 3, W room, burnt fill, Square R23a, pièce O, angle SE point D",37.25,33.36,14C,5900,90,"Stuckenrath and Ralph 1965, 193",--
21188,P-795,6832,78,0,charcoal,nd,Turkey,CanHasan I,Chalcolithic,ECh,Phase: 2B,nd,37.25,33.36,14C,5740,70,"Stuckenrath and Ralph 1965, 193",--
21189,BM-1655R,7980,120,-23.4,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,6880,170,"Ergin 1979, Burleigh et al. 1982b, Gowlett and Hedges 1987, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated, original 7660 +- 70 BP"
21190,BM-1656R,8090,170,-23.4,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7040,250,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated, original 7770 +- 100 BP"
21191,BM-1657R,8080,130,-24.6,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7030,220,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 7760 +- 90 BP"
21192,BM-1658R,8060,130,-23.8,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7000,210,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 7760 +- 90 BP"
21193,BM-1660R,8390,140,-23.1,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7380,160,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 7990 +- 110 BP"
21194,BM-1662R,8460,110,-23.9,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7470,110,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 8050 +- 60 BP"
21195,BM-1663R,8350,210,-23.1,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7330,240,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 7940 +- 190 BP"
21196,BM-1664R,8470,140,-24.9,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7490,150,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 8120 +- 110 BP"
21197,BM-1665R,8270,160,-23.6,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7270,190,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 7990 +- 130 BP"
21198,BM-1666R,8460,150,-23.8,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7470,170,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 8160 +- 110 BP"
21199,BM-1667R,8480,110,-23.8,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.37,14C,7490,110,"Ergin 1979, Burleigh et al. 1982b, Bowman et al. 1990, Thissen 2002a","Burleigh et al. 1982: Re-evaluated,  original 8360 +- 60 BP"
21200,HU-10,7796,140,0,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.36,14C,6720,200,--,--
21201,HU-11,8584,65,0,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.36,14C,7630,60,--,--
21202,HU-12,8543,66,0,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.36,14C,7580,40,--,--
21203,HU-9,7874,70,0,charcoal,nd,Turkey,CanHasan III,Neolithic,PPN,nd,nd,37.25,33.36,14C,6790,140,--,--
21204,OxA-388,7910,160,0,seed,charred grain,Turkey,CanHasan III,Neolithic,PPN,nd,Trench 49L,37.25,33.36,14C,6830,200,"Gowlett and Hedges 1987, 130, 134",--
21205,AA-18104,8065,50,-23.5,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6990,110,"Newton and Kuniholm 1999, Thissen 2002a","Thissen 2002: Decadal samples from a single tree sequence (Cornell) , longest lived Catal sample, Mellaart sample P-775, Cornell Univ. CTL-1"
21206,AA-18105,7710,100,-23.9,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6560,90,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21207,AA-19344,7620,50,-22.3,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6480,50,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21208,AA-19345,7626,52,-23,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6490,50,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21209,AA-19346,7670,50,-23.1,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6520,50,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21210,AA-19347,7998,54,-23.7,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6910,100,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21211,AA-19348,7982,52,-23.2,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6890,110,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21212,AA-19349,7944,65,-23.1,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6860,130,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21213,AA-19350,7918,54,-23.2,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6840,130,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21214,AA-19351,7747,65,-23.9,charcoal,juniper,Turkey,Catalhöyük East,Neolithic,LN,Level IV,nd,37.65,32.81,14C,6570,70,"Newton and Kuniholm 1999, Thissen 2002a",Thissen 2002: Decadal samples from a single tree sequence (Cornell)
21215,AA-27976,7780,55,0,charcoal,nd,Turkey,Catalhöyük East,Neolithic,EPN,Level VI/VII,"unit 2255, building 3",37.65,32.81,14C,6600,60,?,
21216,AA-27978,7710,70,0,seeds,Cereal,Turkey,Catalhöyük East,Neolithic,LN,Level VI,"unit 1349, fill of basin, building 1",37.65,32.81,14C,6550,60,?,
21217,AA-27979,7700,60,-23.5,seeds,Cereal,Turkey,Catalhöyük East,Neolithic,LN,Level VI,"unit 1416, floor sequence",37.65,32.81,14C,6540,60,?,
21218,AA-27980,7790,60,-24.4,seeds,Cereal,Turkey,Catalhöyük East,Neolithic,EPN,Level VII,"space 105, unit 1091 fill of wall cut",37.65,32.81,14C,6610,70,?,
21219,AA-27982,8195,80,-24,charcoal,nd,Turkey,Catalhöyük East,Neolithic,PPN,Pre XII.D,"Core CH94A, alluviated dump?",37.65,32.81,14C,7220,110,?,
21220,AA-27983,7015,55,-23.2,charcoal,nd,Turkey,Catalhöyük East,Neolithic,nd,nd,unit 2410=6020/6086 buried soil horizons and land surfaces,37.65,32.81,14C,5900,70,?,
21221,AA-47057,8085,66,0,bone,Bos,Turkey,Catalhöyük East,Neolithic,nd,nd,nd,37.65,32.81,14C,7020,130,Thissen et al. 2004-2006,"Hodder excavation, KOPAL area"
21222,nd,7898,80,0,seeds,nd,Turkey,Catalhöyük East,Neolithic,LN,Level VI,"building 1, phase 1",37.65,32.81,14C,6820,140,"Cressford 1998, Thissen 2002a","Hodder excavation, North Area"
